file0me,position,IA_1,core_depth_mm,core_depth,(mm),sample,surface,validity,E-gain,E-offset,F-slope,F-offset,cps,MSE,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,Br,Rb,Sr,Y,Zr,Ba,La,Ce,Pr,Nd,Fe,a*2,Fe,a+b,FeX1,FeX2,FeX3,W,La,W,Lb1,W,Lb2,W,La,inel,W,Lb1,inel,W,Lb2,inel,Mo,inc,Mo,coh,Dt
C:\Data\coo_6\coo_6\XRF,data\L000302.spe,IA_2,476,47.6,667.08,5.07,1,0.017496,0.000423,0.009336,0.090851,179937,1.37,32,225,0,78,631,604,1476,2011,2659,175,324,393,79382,514,494,477,426,652,3540,138,1118,0,0,103,42,56,11,375,350,260,1592,1980,1646,546,1189,684,755,46869,11732,0.415,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000303.spe,IA_2,478,47.8,669.08,5.07,1,0.017496,0.000423,0.009336,0.090851,180793,1.24,45,85,29,54,664,554,1203,1635,2638,43,352,390,78824,481,439,364,623,1010,3422,262,1011,0,0,128,150,27,330,0,340,208,1743,2337,1471,355,1044,381,886,47711,12012,0.417,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000304.spe,IA_2,480,48,671.08,5.07,1,0.017496,0.000423,0.009336,0.090851,181893,1.34,0,96,14,101,656,556,1092,1419,2317,86,343,348,76596,554,496,349,561,1020,3000,169,1176,0,0,119,115,39,63,0,274,349,1534,2749,1687,427,1181,609,829,48140,11926,0.419,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000305.spe,IA_2,482,48.2,673.08,5.07,1,0.017496,0.000423,0.009336,0.090851,188943,1.27,0,69,17,42,693,501,1144,1473,2245,147,338,347,84140,564,489,428,581,1022,3125,119,1509,0,0,87,64,112,187,75,266,291,1723,2276,1465,535,1275,771,917,48446,12026,0.424,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000306.spe,IA_2,484,48.4,675.08,5.08,1,0.017496,0.000423,0.009336,0.090851,195820,1.38,17,81,0,52,752,571,1225,1601,2502,48,348,372,88398,518,416,374,604,862,3136,108,1294,0,0,146,109,77,395,45,232,396,1861,2255,1573,495,1302,793,850,49118,11953,0.428,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000307.spe,IA_2,486,48.6,677.08,5.07,1,0.017496,0.000423,0.009336,0.090851,203610,1.37,9,118,13,121,783,538,1387,1675,2760,174,430,407,96902,570,531,445,780,939,2999,191,1072,0,0,99,51,55,409,123,371,434,1896,2104,1611,440,1124,765,871,50482,12171,0.431,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000308.spe,IA_2,488,48.8,679.08,5.06,1,0.017496,0.000423,0.009336,0.090851,204661,1.29,41,179,11,73,805,535,1407,1857,2598,117,408,350,94847,607,513,545,731,1086,3131,182,1111,0,0,84,153,79,281,0,472,390,1827,2278,1627,411,1219,716,886,50067,11788,0.433,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000309.spe,IA_2,490,49,681.08,5.04,1,0.017496,0.000423,0.009336,0.090851,222487,1.34,0,146,0,38,684,458,1331,1718,2435,47,402,288,94655,568,415,486,727,741,3405,374,1207,51,0,59,52,47,399,337,313,365,1998,2098,1693,510,1212,802,888,56761,12947,0.457,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000310.spe,IA_2,492,49.2,683.08,4.97,1,0.017496,0.000423,0.009336,0.090851,219758,1.55,30,276,0,148,757,401,1784,2076,3048,121,374,342,94256,616,355,517,910,583,2658,226,993,0,34,134,77,66,205,155,388,424,1934,1961,1603,463,1091,836,981,56523,12115,0.454,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000311.spe,IA_2,494,49.4,685.08,4.88,1,0.017496,0.000423,0.009336,0.090851,185325,1.54,37,249,25,120,606,313,1442,1783,2622,188,351,355,83299,549,321,402,633,1086,2684,93,988,0,44,145,17,36,226,0,326,432,2069,1798,1519,440,938,731,680,50279,12121,0.423,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000312.spe,IA_2,496,49.6,687.08,4.95,1,0.017496,0.000423,0.009336,0.090851,188881,1.33,37,288,26,138,764,540,1663,2336,3228,119,326,410,90967,489,483,514,662,804,3211,160,1073,7,0,99,104,65,184,23,399,351,1797,2125,1612,463,1099,610,744,47620,11776,0.417,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000313.spe,IA_2,498,49.8,689.08,5.03,1,0.017496,0.000423,0.009336,0.090851,188401,1.24,6,185,5,104,774,524,1418,1713,2649,108,249,371,92878,545,446,421,655,961,3230,67,956,0,0,131,120,45,228,182,337,383,2044,2209,1410,469,1059,697,863,47411,11591,0.415,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000314.spe,IA_2,500,50,691.08,5.07,1,0.017496,0.000423,0.009336,0.090851,182880,1.36,21,121,6,43,716,578,1423,1952,2723,32,311,376,85108,542,496,479,578,852,3504,185,1079,0,4,123,103,42,370,348,344,343,1846,1929,1467,405,1166,618,802,47086,12161,0.415,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000315.spe,IA_2,502,50.2,693.08,5.09,1,0.017496,0.000423,0.009336,0.090851,183399,1.31,19,109,0,74,668,554,1309,1917,2425,178,353,522,80109,530,557,429,539,950,3258,93,1175,19,0,40,24,101,316,123,321,298,1730,2220,1702,442,945,642,705,48474,11783,0.419,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000316.spe,IA_2,504,50.4,695.08,5.12,1,0.017496,0.000423,0.009336,0.090851,182728,1.26,51,150,6,99,648,641,1219,1781,2256,101,505,374,84739,415,464,365,620,874,3073,306,1204,0,43,140,28,72,347,198,322,286,1849,2057,1503,310,1130,740,655,46970,11400,0.413,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000317.spe,IA_2,506,50.6,697.08,5.13,1,0.017496,0.000423,0.009336,0.090851,184086,1.32,0,135,0,96,802,580,1560,2101,2867,131,337,350,89950,562,548,428,572,993,3274,418,1123,18,0,141,162,69,299,133,363,471,1825,2115,1740,255,1147,756,783,46858,11419,0.412,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000318.spe,IA_2,508,50.8,699.08,5.14,1,0.017496,0.000423,0.009336,0.090851,184652,1.29,0,91,0,87,722,608,1333,1850,2651,137,387,381,87303,530,484,472,483,889,3529,137,1128,22,0,80,93,74,309,165,459,402,1593,2168,1538,509,1066,658,1042,46070,11671,0.415,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000319.spe,IA_2,510,51,701.08,5.14,1,0.017496,0.000423,0.009336,0.090851,185176,1.16,41,114,0,74,754,598,1324,2039,2756,177,354,382,88567,568,481,376,572,915,3329,220,1177,11,0,110,118,51,350,29,452,491,1818,2191,1454,439,1115,719,893,47020,11493,0.415,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000320.spe,IA_2,512,51.2,703.08,5.13,1,0.017496,0.000423,0.009336,0.090851,187854,1.28,0,96,23,58,790,564,1307,1912,2556,59,298,382,87792,529,456,350,476,941,3305,248,1341,0,6,153,104,66,230,252,291,370,1870,2099,1657,376,1139,624,892,47156,11632,0.419,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000321.spe,IA_2,514,51.4,705.08,5.12,1,0.017496,0.000423,0.009336,0.090851,188791,1.32,30,61,0,47,764,586,1238,1652,2462,109,473,328,85041,646,532,391,655,885,3331,165,1095,76,18,97,120,68,210,41,339,463,1868,2241,1628,309,1299,676,886,49424,12227,0.42,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000322.spe,IA_2,516,51.6,707.08,5.11,1,0.017496,0.000423,0.009336,0.090851,188086,1.41,25,82,16,84,798,573,1289,1914,2635,159,324,397,87115,553,460,401,548,929,3327,129,1084,0,0,123,65,35,229,34,364,359,1774,2406,1512,491,1230,644,980,47754,12050,0.419,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000323.spe,IA_2,518,51.8,709.08,5.1,1,0.017496,0.000423,0.009336,0.090851,191672,1.38,14,121,16,113,879,624,1562,2038,2887,86,320,437,94216,579,518,428,580,1064,3437,335,1377,0,0,104,135,94,230,144,339,410,1863,2194,1460,350,1055,591,722,46676,11992,0.418,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000324.spe,IA_2,520,52,711.08,5.11,1,0.017496,0.000423,0.009336,0.090851,191517,1.35,49,170,15,96,839,645,1505,2017,2751,115,500,398,93043,585,501,411,609,916,3381,231,1289,44,24,83,84,56,269,127,288,403,2068,2106,1445,454,1130,559,765,47466,11765,0.419,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000325.spe,IA_2,522,52.2,713.08,5.1,1,0.017496,0.000423,0.009336,0.090851,189990,1.25,25,122,46,104,822,563,1366,1890,2631,102,379,386,91762,503,478,344,550,986,3279,199,1286,0,0,113,77,67,280,138,314,408,1818,2114,1440,310,1160,632,792,47726,12000,0.418,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000326.spe,IA_2,524,52.4,715.08,5.09,1,0.017496,0.000423,0.009336,0.090851,189604,1.28,7,107,36,92,802,556,1554,2287,2794,146,363,350,91951,466,472,420,579,1112,3210,288,1260,66,57,82,31,36,316,0,268,386,2153,2045,1675,282,1121,708,720,47224,11922,0.419,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000327.spe,IA_2,526,52.6,717.08,5.09,1,0.017496,0.000423,0.009336,0.090851,192834,1.28,53,222,4,103,798,540,1850,2261,3189,154,467,378,94873,506,474,481,623,944,3229,336,1095,0,0,89,83,106,239,40,355,373,2017,2160,1622,306,1023,769,820,48933,12094,0.42,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000328.spe,IA_2,528,52.8,719.08,5.11,1,0.017496,0.000423,0.009336,0.090851,194763,1.24,48,148,29,124,795,574,1679,2072,2891,168,406,348,88385,525,465,485,680,987,2900,86,1089,0,0,103,109,84,320,0,319,379,2036,2187,1526,501,1038,678,802,49892,11647,0.428,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000329.spe,IA_2,530,53,721.08,5.08,1,0.017496,0.000423,0.009336,0.090851,197123,1.39,5,80,22,75,644,493,939,1289,2000,199,355,361,80642,505,412,388,843,1025,2806,136,970,0,0,74,70,83,220,68,383,461,1925,2095,1508,484,1439,712,893,52055,11820,0.436,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000330.spe,IA_2,532,53.2,723.08,5.11,1,0.017496,0.000423,0.009336,0.090851,204789,1.36,0,93,0,87,783,536,1171,1362,2534,29,339,354,88239,600,615,504,754,1066,2254,161,1076,0,0,93,217,91,179,0,288,364,2004,2083,1586,206,1159,590,863,52315,12101,0.439,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000331.spe,IA_2,534,53.4,725.08,5.13,1,0.017496,0.000423,0.009336,0.090851,207734,1.41,0,95,23,94,825,594,1177,1348,2294,90,318,304,88875,602,465,512,890,803,2207,139,892,0,0,140,108,22,148,0,473,483,1930,2048,1520,277,1383,817,1074,53676,12387,0.442,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000332.spe,IA_2,536,53.6,727.08,5.12,1,0.017496,0.000423,0.009336,0.090851,209399,1.3,36,142,0,90,819,533,1297,1544,2546,99,444,356,94855,595,549,457,942,700,2185,300,1143,0,69,122,10,74,258,259,456,427,1827,2034,1726,394,1244,747,628,53080,12110,0.439,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000333.spe,IA_2,538,53.8,729.08,5.13,1,0.017496,0.000423,0.009336,0.090851,200799,1.26,0,154,19,103,827,595,1352,1546,2564,157,366,311,91748,681,599,450,942,944,2081,231,822,0,11,152,109,98,145,0,485,465,1775,1909,1542,249,1199,645,835,52325,11780,0.433,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000334.spe,IA_2,540,54,731.08,5.12,1,0.017496,0.000423,0.009336,0.090851,198854,1.26,12,169,14,110,723,528,1398,1473,2480,87,401,393,90653,641,514,478,941,848,2207,233,1059,0,0,54,67,44,188,82,328,431,2075,1956,1685,324,1192,810,711,51067,11502,0.431,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000335.spe,IA_2,542,54.2,733.08,5.1,1,0.017496,0.000423,0.009336,0.090851,198628,1.33,24,179,26,135,871,565,1436,1776,2573,149,376,313,91469,607,455,512,899,942,2207,323,1060,0,0,99,50,158,460,0,445,414,1817,1939,1650,308,1191,744,1009,51773,11991,0.43,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000336.spe,IA_2,544,54.4,735.08,5.11,1,0.017496,0.000423,0.009336,0.090851,191953,1.37,5,204,36,135,792,620,1603,2118,2765,88,439,364,90974,521,440,510,815,742,2402,337,959,5,0,161,81,48,258,165,272,434,2081,2022,1345,390,1213,680,842,49349,11579,0.423,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000337.spe,IA_2,546,54.6,737.08,5.11,1,0.017496,0.000423,0.009336,0.090851,193578,1.3,26,137,0,118,808,490,1572,1817,2787,159,356,397,91321,542,499,494,677,862,2875,228,1197,0,31,146,88,162,200,0,484,443,1883,1963,1539,375,1142,612,764,49520,11837,0.425,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000338.spe,IA_2,548,54.8,739.08,5.11,1,0.017496,0.000423,0.009336,0.090851,196179,1.19,54,150,17,136,749,503,1415,1892,2814,199,397,344,92312,514,380,476,780,963,3137,276,1107,0,0,61,42,32,263,157,323,390,1932,2160,1536,269,1213,720,765,49303,11870,0.427,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000339.spe,IA_2,550,55,741.08,5.12,1,0.017496,0.000423,0.009336,0.090851,196213,1.29,0,237,0,145,898,551,1921,2234,3321,82,381,384,100075,536,473,638,660,864,3218,217,979,27,0,94,108,44,253,239,392,387,1877,2315,1572,296,1034,805,786,48453,11805,0.421,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000340.spe,IA_2,552,55.2,743.08,5.13,1,0.017496,0.000423,0.009336,0.090851,174757,1.25,36,162,0,143,749,578,1646,1978,2775,113,236,384,82855,543,393,438,525,1133,3026,209,1125,64,0,110,105,32,301,0,321,386,1748,1810,1709,356,1025,781,735,46560,11504,0.409,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000341.spe,IA_2,554,55.4,745.08,5.14,1,0.017496,0.000423,0.009336,0.090851,186807,1.28,28,167,23,128,864,555,1746,2253,2834,88,343,383,87746,551,487,454,672,970,3139,260,1032,43,0,63,74,85,292,0,376,325,1801,2137,1684,503,1045,892,613,48026,12001,0.419,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000342.spe,IA_2,556,55.6,747.08,5.14,1,0.017496,0.000423,0.009336,0.090851,200453,1.36,25,141,21,114,784,540,1684,2477,3205,37,433,394,95213,474,368,436,670,803,3256,359,964,33,18,118,66,72,430,438,440,428,1822,2146,1555,482,1196,600,729,50901,12094,0.431,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000343.spe,IA_2,558,55.8,749.08,5.13,1,0.017496,0.000423,0.009336,0.090851,204726,1.24,17,238,0,187,821,606,2107,2585,3505,67,326,389,99433,583,448,492,793,852,3228,291,1142,0,20,194,103,29,450,314,503,485,1585,2355,1527,500,1131,664,874,51107,12203,0.432,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000344.spe,IA_2,560,56,751.08,5.12,1,0.017496,0.000423,0.009336,0.090851,209515,1.24,0,210,38,141,958,594,2096,2563,3442,120,422,359,96170,523,429,519,797,1063,3051,274,1125,31,0,83,67,70,219,0,346,484,1841,2076,1446,518,1011,727,945,52393,12620,0.441,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000345.spe,IA_2,562,56.2,753.08,5.12,1,0.017496,0.000423,0.009336,0.090851,223447,1.32,37,287,12,165,881,620,1988,2650,3078,161,357,348,94821,632,523,554,744,934,3361,215,1193,35,12,90,71,47,254,220,360,400,1655,1815,1604,453,1216,812,984,55747,13046,0.455,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000346.spe,IA_2,564,56.4,755.08,4.99,1,0.017496,0.000423,0.009336,0.090851,185794,1.17,35,450,18,176,811,573,2351,2878,3365,155,360,342,91875,525,400,427,704,949,3042,221,1236,83,0,71,71,92,485,159,368,348,1669,1688,1543,540,950,684,771,48677,11947,0.416,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000347.spe,IA_2,566,56.6,757.08,4.93,1,0.017496,0.000423,0.009336,0.090851,184860,1.27,29,395,32,226,985,508,2179,2408,3252,77,383,407,97574,570,449,497,820,1023,2637,89,957,0,0,137,119,15,414,0,329,363,2029,1859,1494,357,947,768,875,46846,10873,0.409,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000348.spe,IA_2,568,56.8,759.08,4.92,1,0.017496,0.000423,0.009336,0.090851,99758,1.26,30,127,21,53,221,382,646,918,977,62,143,118,34371,321,206,503,413,571,1721,246,688,5,0,41,58,20,0,0,158,119,834,825,876,309,450,398,436,35496,8258,0.368,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000349.spe,IA_2,570,57,761.08,4.94,1,0.017496,0.000423,0.009336,0.090851,179203,1.22,41,388,0,112,714,440,2178,3406,3275,189,474,378,91936,515,326,537,612,968,2895,123,888,0,0,93,40,34,249,0,351,375,1965,1877,1451,422,831,673,726,45998,11456,0.41,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000350.spe,IA_2,572,57.2,763.08,5.13,1,0.017496,0.000423,0.009336,0.090851,191986,1.28,45,378,25,154,851,574,2260,3149,3472,100,351,383,99767,581,414,552,747,1050,3024,173,1010,95,0,65,134,91,520,0,499,416,1718,2097,1429,466,971,853,790,47394,12079,0.417,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000351.spe,IA_2,574,57.4,765.08,5.15,1,0.017496,0.000423,0.009336,0.090851,200466,1.16,65,474,8,173,937,558,2505,3691,4047,196,393,421,121162,486,393,485,736,938,2625,163,1209,77,0,52,132,63,513,195,484,439,2234,1828,1373,462,948,742,834,45421,11324,0.413,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000352.spe,IA_2,576,57.6,767.08,5.16,1,0.017496,0.000423,0.009336,0.090851,194940,1.18,15,495,22,209,898,669,2557,2718,3703,160,436,490,104412,593,388,516,777,867,2555,301,891,58,18,89,96,52,508,90,543,367,2023,1947,1592,441,1050,711,708,47619,11460,0.417,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000353.spe,IA_2,578,57.8,769.08,5.17,1,0.017496,0.000423,0.009336,0.090851,191944,1.22,28,300,17,142,777,648,2076,2414,3430,82,439,425,96418,541,416,574,709,837,2453,184,1197,38,26,160,130,59,362,247,487,466,2021,1823,1462,498,997,636,859,48913,11823,0.422,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000354.spe,IA_2,580,58,771.08,5.16,1,0.017496,0.000423,0.009336,0.090851,202178,1.26,38,274,15,100,917,610,1997,2235,3031,91,449,444,101583,569,474,528,696,1049,2394,223,988,68,42,85,69,53,476,0,464,431,1880,2034,1305,381,969,754,823,50758,11820,0.429,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000355.spe,IA_2,582,58.2,773.08,5.17,1,0.017496,0.000423,0.009336,0.090851,201986,1.18,40,307,0,159,864,576,1975,2233,3307,135,400,452,100452,559,415,458,833,916,2354,248,1136,43,0,91,82,58,314,0,443,428,1950,1852,1472,376,918,628,944,50374,11665,0.43,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000356.spe,IA_2,584,58.4,775.08,5.16,1,0.017496,0.000423,0.009336,0.090851,201870,1.38,23,268,0,178,929,587,1859,2088,3062,79,414,418,101280,524,477,415,908,803,2294,420,1077,141,38,40,93,124,353,193,358,419,2112,1962,1372,315,1045,759,753,50705,11413,0.428,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000357.spe,IA_2,586,58.6,777.08,5.14,1,0.017496,0.000423,0.009336,0.090851,203478,1.27,4,182,27,138,897,556,1713,2009,3039,86,406,435,98010,624,477,490,785,790,2409,133,1116,0,0,131,104,22,114,258,300,463,2054,2009,1421,392,1054,620,808,51336,11824,0.432,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000358.spe,IA_2,588,58.8,779.08,5.14,1,0.017496,0.000423,0.009336,0.090851,204587,1.27,25,234,0,137,957,509,1877,2169,3355,141,452,443,101144,609,423,548,819,910,2414,239,1151,46,26,151,53,34,379,0,435,339,1934,2017,1688,458,1055,829,844,50768,12015,0.431,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000359.spe,IA_2,590,59,781.08,5.14,1,0.017496,0.000423,0.009336,0.090851,204455,1.3,39,190,34,114,979,548,1739,2002,2968,55,485,424,96969,555,486,398,906,1055,2352,255,1215,35,45,83,55,100,339,0,317,391,1838,2055,1503,191,1101,682,907,51487,11946,0.433,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000360.spe,IA_2,592,59.2,783.08,5.16,1,0.017496,0.000423,0.009336,0.090851,202281,1.26,71,166,9,129,870,519,1546,1911,2899,66,340,399,96316,672,469,531,870,832,2493,197,971,13,0,141,164,101,240,113,416,395,2073,1919,1408,522,1089,647,815,52124,12004,0.432,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000361.spe,IA_2,594,59.4,785.08,5.17,1,0.017496,0.000423,0.009336,0.090851,199475,1.33,22,156,0,91,744,508,1249,1576,2377,69,282,400,88254,583,516,538,852,794,2395,240,932,0,0,194,111,41,221,160,415,557,2024,2080,1686,451,1208,734,766,52107,11626,0.432,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000362.spe,IA_2,596,59.6,787.08,5.18,1,0.017496,0.000423,0.009336,0.090851,194160,1.29,9,152,5,151,865,571,1567,1850,3093,242,423,364,95695,560,565,469,765,622,2197,250,1097,0,0,88,120,90,293,253,405,553,2038,2100,1498,440,1117,895,872,49327,11648,0.421,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000363.spe,IA_2,598,59.8,789.08,5.17,1,0.017496,0.000423,0.009336,0.090851,199917,1.23,41,143,0,148,882,569,1567,1953,2917,85,473,413,95614,604,472,462,894,939,2677,323,1155,32,27,100,64,78,472,66,484,425,2145,2078,1560,416,1168,654,908,50142,11749,0.43,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000364.spe,IA_2,600,60,791.08,5.17,1,0.017496,0.000423,0.009336,0.090851,197802,1.18,11,146,0,104,873,589,1573,2029,2931,166,342,441,92608,606,427,389,677,811,2759,292,1108,0,23,185,81,5,165,295,384,330,1955,1869,1408,376,1085,650,778,50047,11887,0.428,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000365.spe,IA_2,602,60.2,793.08,5.16,1,0.017496,0.000423,0.009336,0.090851,196585,1.22,12,93,0,78,804,559,1359,1805,3020,139,304,398,90603,597,495,459,670,725,2671,288,1373,37,0,77,93,59,440,177,385,393,1884,2041,1597,355,1234,647,837,50960,11835,0.428,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000366.spe,IA_2,604,60.4,795.08,5.15,1,0.017496,0.000423,0.009336,0.090851,193292,1.32,13,127,5,99,743,544,1245,1776,2544,114,385,364,86374,559,417,450,681,680,2512,270,1276,22,0,72,89,69,362,261,265,405,1936,1964,1665,294,1147,655,762,50881,11884,0.427,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000367.spe,IA_2,606,60.6,797.08,5.15,1,0.017496,0.000423,0.009336,0.090851,200662,1.39,26,82,51,98,872,561,1458,1858,2996,126,472,460,92956,570,637,463,729,914,2501,220,1372,0,0,108,103,87,268,0,234,511,2012,2223,1714,454,1169,763,994,49818,11944,0.43,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000368.spe,IA_2,608,60.8,799.08,5.14,1,0.017496,0.000423,0.009336,0.090851,199353,1.43,28,71,0,89,826,542,1449,1906,2918,118,442,354,90202,606,523,498,703,960,2965,303,1453,7,10,117,79,99,272,91,386,427,1615,2405,1590,528,1049,922,1011,50665,12104,0.432,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000369.spe,IA_2,610,61,801.08,5.14,1,0.017496,0.000423,0.009336,0.090851,203302,1.28,11,50,0,62,926,539,1501,1834,2789,97,359,370,90449,576,538,487,792,735,2723,302,1264,21,33,143,121,48,251,177,416,401,1823,2215,1712,401,1307,735,795,50921,12238,0.437,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000370.spe,IA_2,612,61.2,803.08,5.15,1,0.017496,0.000423,0.009336,0.090851,203596,1.22,15,73,11,78,951,516,1344,1740,2728,100,428,362,87483,657,485,530,740,994,2632,93,1218,0,0,163,157,77,303,0,387,342,1882,2057,1726,487,1389,762,910,52451,12052,0.439,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000371.spe,IA_2,614,61.4,805.08,5.14,1,0.017496,0.000423,0.009336,0.090851,204735,1.35,20,55,0,84,772,566,1245,1664,2794,73,347,379,86938,573,421,461,814,726,2628,316,874,0,0,168,96,132,364,152,309,375,1825,2330,1622,335,1154,693,1003,54002,12519,0.44,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000372.spe,IA_2,616,61.6,807.08,5.14,1,0.017496,0.000423,0.009336,0.090851,200477,1.22,21,102,10,122,654,541,1135,1412,2470,88,361,396,83451,628,601,405,886,990,2309,318,1202,25,0,92,104,82,389,0,402,419,1742,2263,1506,220,1116,830,756,52977,12050,0.437,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000373.spe,IA_2,618,61.8,809.08,5.14,1,0.017496,0.000423,0.009336,0.090851,198427,1.34,11,143,36,141,827,614,1594,1891,2886,106,377,445,91081,552,536,469,819,950,2423,227,1055,0,0,131,62,0,308,0,371,332,1881,2025,1548,322,1034,769,811,51397,12013,0.43,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000374.spe,IA_2,620,62,811.08,5.14,1,0.017496,0.000423,0.009336,0.090851,195896,1.08,25,143,14,86,767,570,1430,1766,3239,75,371,384,86610,629,464,446,742,1258,2853,135,1155,26,11,116,91,30,56,0,375,428,1830,2074,1592,301,1124,798,922,51103,12195,0.43,,,,,,,,,,,,,,
C:\Data\coo_6\coo_6\XRF,data\L000375.spe,IA_2,622,62.2,813.08,5.11,1,0.017496,0.000423,0.009336,0.090851,191182,1.36,11,72,21,64,620,571,1047,1212,2112,58,374,299,73190,567,443,417,726,830,2672,264,1129,0,0,250,47,87,288,144,254,371,1762,2057,1462,413,1245,886,976,53072,12198,0.435,,,,,,,,,,,,,,
