file0me,position,IA_1,core_depth_mm,core_depth,(mm),sample,surface,validity,E-gain,E-offset,F-slope,F-offset,cps,MSE,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,Br,Rb,Sr,Y,Zr,Ba,La,Ce,Pr,Nd,Fe,a*2,Fe,a+b,FeX1,FeX2,FeX3,W,La,W,Lb1,W,Lb2,W,La,inel,W,Lb1,inel,W,Lb2,inel,Mo,inc,Mo,coh,Dt
C:\Data\coo_6_2\coo_6_2\XRF,data\L000333.spe,IB_1,932,93.2,730.7,5.37,1,0.017507,-0.000026,0.009335,0.091174,193407,1.15,49,308,0,311,1103,702,1936,2294,2783,35,338,523,85332,544,440,450,757,778,2006,258,883,0,0,127,121,10,234,0,436,253,1584,1656,1330,383,841,698,822,53647,11766,0.434,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000334.spe,IB_1,934,93.4,732.7,5.38,1,0.017507,-0.000026,0.009335,0.091174,188966,1.19,18,295,35,259,1064,709,2087,2317,2977,132,437,442,83098,507,420,536,751,727,2121,230,919,0,26,97,39,55,326,159,384,343,1637,1748,1373,355,870,792,662,52488,11660,0.431,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000335.spe,IB_1,936,93.6,734.7,5.41,1,0.017507,-0.000026,0.009335,0.091174,187397,1.25,27,326,12,257,955,699,2300,2569,2948,114,320,458,77715,504,370,547,723,919,2299,362,982,10,0,83,77,44,206,0,355,277,1530,1659,1390,351,881,715,767,53124,11970,0.433,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000336.spe,IB_1,938,93.8,736.7,5.37,1,0.017507,-0.000026,0.009335,0.091174,194638,1.25,84,388,0,281,1035,732,2272,2446,2879,50,303,474,82410,589,440,477,781,848,2251,214,886,61,23,66,92,43,287,0,354,273,1755,1749,1383,569,886,674,694,53622,11356,0.438,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000337.spe,IB_1,940,94,738.7,5.39,1,0.017507,-0.000026,0.009335,0.091174,193393,1.23,52,426,0,262,963,692,2363,2470,3024,66,359,510,82598,517,392,480,747,707,2240,217,771,83,15,78,57,54,121,147,421,326,1536,1795,1407,332,831,765,786,52747,11581,0.437,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000338.spe,IB_1,942,94.2,740.7,5.37,1,0.017507,-0.000026,0.009335,0.091174,198084,1.25,82,355,11,263,958,660,2164,2479,3035,63,292,540,84102,606,451,522,834,804,2196,368,1178,19,30,120,64,28,166,169,232,424,1815,1621,1301,362,1012,747,819,54338,11685,0.442,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000339.spe,IB_1,944,94.4,742.7,5.37,1,0.017507,-0.000026,0.009335,0.091174,204903,1.22,0,297,0,302,891,659,2117,2302,2870,123,390,481,86663,642,313,532,905,678,1866,378,849,29,0,43,62,57,292,181,364,378,1665,1620,1316,362,856,805,723,55779,11415,0.447,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000340.spe,IB_1,946,94.6,744.7,5.35,1,0.017507,-0.000026,0.009335,0.091174,192377,1.22,45,174,23,168,844,693,1283,1351,1828,33,280,505,65567,594,585,1382,696,444,1594,308,833,0,0,121,97,54,47,200,293,344,1730,1885,1509,278,1218,857,971,55556,11176,0.445,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000341.spe,IB_1,948,94.8,746.7,5.39,1,0.017507,-0.000026,0.009335,0.091174,185776,1.17,60,293,31,240,933,796,1887,2110,2542,68,325,484,77151,539,342,427,798,721,1706,334,886,0,0,105,72,54,188,0,328,299,1642,1479,1202,402,839,660,773,53424,11484,0.435,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000342.spe,IB_1,950,95,748.7,5.38,1,0.017507,-0.000026,0.009335,0.091174,198245,1.25,0,271,0,247,1122,624,1994,2231,2666,96,382,470,81905,594,382,511,787,658,1781,386,840,49,0,40,39,77,278,307,331,364,1603,1617,1305,352,944,690,905,55503,11756,0.444,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000343.spe,IB_1,952,95.2,750.7,5.38,1,0.017507,-0.000026,0.009335,0.091174,197520,1.2,21,299,10,262,1044,658,2017,2263,2630,126,350,517,81150,566,413,511,896,625,1578,280,813,0,0,80,69,57,152,155,322,333,1774,1666,1607,408,994,802,811,54281,11326,0.443,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000344.spe,IB_1,954,95.4,752.7,5.39,1,0.017507,-0.000026,0.009335,0.091174,194805,1.19,19,385,17,308,981,714,2217,2512,3038,10,305,569,86926,554,412,498,793,846,1761,233,852,34,18,154,101,21,188,0,357,380,1760,1658,1433,206,830,698,680,53031,11725,0.436,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000345.spe,IB_1,956,95.6,754.7,5.4,1,0.017507,-0.000026,0.009335,0.091174,190511,1.19,27,325,29,270,1004,690,2476,2554,2852,109,277,440,83901,575,386,552,673,726,2232,355,830,63,28,55,67,89,168,286,321,337,1595,1740,1417,358,934,813,655,53087,12069,0.433,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000346.spe,IB_1,958,95.8,756.7,5.39,1,0.017507,-0.000026,0.009335,0.091174,193701,1.26,42,327,11,336,1012,620,2076,2446,2752,140,288,507,90418,470,364,401,735,967,2056,277,844,17,0,119,66,25,369,69,451,280,1694,1699,1304,338,808,781,699,52956,11838,0.434,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000347.spe,IB_1,960,96,758.7,5.39,1,0.017507,-0.000026,0.009335,0.091174,194374,1.19,5,328,0,314,1078,686,2208,2156,2727,118,318,585,85405,562,370,439,807,734,1837,252,865,26,0,100,78,0,267,0,312,369,1602,1711,1607,391,903,801,781,53857,11595,0.437,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000348.spe,IB_1,962,96.2,760.7,5.38,1,0.017507,-0.000026,0.009335,0.091174,194530,1.26,7,249,11,303,1084,674,2160,2287,3071,81,274,555,87696,577,430,473,703,669,2171,295,746,13,33,76,79,57,0,152,337,416,1652,1746,1405,554,882,706,932,52966,11805,0.434,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000349.spe,IB_1,964,96.4,762.7,5.38,1,0.017507,-0.000026,0.009335,0.091174,201634,1.2,64,348,4,297,1180,617,2191,2434,3194,62,363,525,89286,642,376,526,785,814,2317,276,970,30,13,83,76,46,158,6,440,450,1817,1628,1394,344,961,663,821,54680,12089,0.442,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000350.spe,IB_1,966,96.6,764.7,5.37,1,0.017507,-0.000026,0.009335,0.091174,213652,1.24,0,319,0,291,1259,664,2350,2513,3343,61,420,532,92316,584,438,485,881,718,1917,367,968,18,0,98,120,52,245,156,334,439,1874,1631,1275,338,941,796,940,56614,12100,0.452,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000351.spe,IB_1,968,96.8,766.7,5.36,1,0.017507,-0.000026,0.009335,0.091174,207947,1.17,34,349,0,218,1099,650,2153,2498,3106,32,376,539,85397,577,388,576,894,664,2062,341,983,35,0,116,88,39,206,161,342,376,1618,1786,1417,455,910,816,710,56972,11978,0.452,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000352.spe,IB_1,970,97,768.7,5.33,1,0.017507,-0.000026,0.009335,0.091174,204630,1.21,46,286,0,247,1260,644,2285,2760,3134,111,332,497,84199,589,369,536,847,996,2387,342,940,45,0,112,78,56,386,0,327,387,1662,1747,1465,440,1028,854,794,55840,11837,0.448,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000353.spe,IB_1,972,97.2,770.7,5.31,1,0.017507,-0.000026,0.009335,0.091174,209269,1.25,22,309,15,219,1201,597,2279,2892,3044,52,307,552,83276,581,453,542,938,572,2557,301,1065,38,46,79,74,43,495,433,410,337,1513,1925,1695,315,1054,661,1021,57453,12064,0.453,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000354.spe,IB_1,974,97.4,772.7,5.3,1,0.017507,-0.000026,0.009335,0.091174,204361,1.35,18,273,0,250,1215,618,2057,2479,2995,18,358,517,83003,524,355,552,881,656,2300,362,832,8,47,89,66,35,246,260,405,387,1746,1797,1604,375,1069,777,807,56745,12023,0.448,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000355.spe,IB_1,976,97.6,774.7,5.32,1,0.017507,-0.000026,0.009335,0.091174,201821,1.23,31,263,23,223,1207,616,2006,2424,2676,130,289,546,81710,577,370,536,894,689,2147,282,942,0,0,123,69,0,256,133,266,401,1709,1634,1324,315,950,720,787,55044,12091,0.446,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000356.spe,IB_1,978,97.8,776.7,5.33,1,0.017507,-0.000026,0.009335,0.091174,198680,1.14,0,324,0,262,1042,649,2219,2724,2707,133,377,609,89778,563,356,524,794,764,2134,191,919,68,0,105,77,26,211,59,426,375,1840,1741,1276,416,881,786,775,54003,11068,0.437,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000357.spe,IB_1,980,98,778.7,5.35,1,0.017507,-0.000026,0.009335,0.091174,198404,1.2,45,370,5,278,1095,625,2365,2753,3063,87,442,553,85119,575,444,534,760,809,2344,363,1054,44,28,79,32,77,350,224,375,339,1694,1789,1503,473,923,715,813,52726,11824,0.44,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000358.spe,IB_1,982,98.2,780.7,5.34,1,0.017507,-0.000026,0.009335,0.091174,197188,1.27,45,364,0,241,1125,592,2385,2928,3201,28,346,531,85154,593,476,496,658,1012,2382,252,1090,12,21,119,104,48,306,0,355,313,1602,1684,1489,508,908,724,908,52839,11503,0.438,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000359.spe,IB_1,984,98.4,782.7,5.33,1,0.017507,-0.000026,0.009335,0.091174,190768,1.22,31,367,0,179,1240,657,2594,3490,2785,100,524,406,74113,539,340,573,605,921,2856,312,1235,119,0,38,68,44,393,0,307,304,1191,1874,1523,427,842,819,803,54064,12139,0.439,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000360.spe,IB_1,986,98.6,784.7,5.33,1,0.017507,-0.000026,0.009335,0.091174,205715,1.3,22,280,0,197,1304,613,2042,3055,2727,25,275,381,69893,496,452,376,727,799,2980,210,965,22,0,71,59,35,122,0,238,341,1468,1750,1473,479,945,839,881,58406,12227,0.458,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000361.spe,IB_1,988,98.8,786.7,5.32,1,0.017507,-0.000026,0.009335,0.091174,165968,1.09,49,168,0,112,837,718,1617,2015,1805,53,216,304,50594,490,347,402,438,616,2519,374,982,89,10,52,60,61,37,53,182,223,1117,1414,1128,338,682,690,884,54868,11244,0.442,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000362.spe,IB_1,990,99,788.7,8,0,0.017507,-0.000026,0.009335,0.091174,41266,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000363.spe,IB_1,992,99.2,790.7,8,0,0.017507,-0.000026,0.009335,0.091174,39384,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000364.spe,IB_1,994,99.4,792.7,8,0,0.017507,-0.000026,0.009335,0.091174,39767,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000365.spe,IB_1,996,99.6,794.7,8,0,0.017507,-0.000026,0.009335,0.091174,43644,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000366.spe,IB_1,998,99.8,796.7,8,0,0.017507,-0.000026,0.009335,0.091174,41097,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000367.spe,IB_1,1000,100,798.7,8,0,0.017507,-0.000026,0.009335,0.091174,36810,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000368.spe,IB_1,1002,100.2,800.7,8,0,0.017507,-0.000026,0.009335,0.091174,26664,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000369.spe,IB_1,1004,100.4,802.7,8,0,0.017507,-0.000026,0.009335,0.091174,19546,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000370.spe,IB_1,1006,100.6,804.7,6.3,0,0.017507,-0.000026,0.009335,0.091174,92672,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000371.spe,IB_1,1008,100.8,806.7,5.37,1,0.017507,-0.000026,0.009335,0.091174,174417,1.25,34,250,26,238,1146,715,1729,2215,2248,84,316,467,73754,520,395,447,725,784,2044,236,840,37,0,67,71,64,237,0,446,306,1349,1634,1401,291,1001,773,724,50472,10714,0.42,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000372.spe,IB_1,1010,101,808.7,5.37,1,0.017507,-0.000026,0.009335,0.091174,184993,1.23,40,342,37,241,1060,767,2176,2546,2733,66,383,518,78837,510,469,500,615,780,2152,198,916,68,13,89,76,53,386,14,357,326,1522,1750,1375,374,890,815,728,51443,11264,0.428,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000373.spe,IB_1,1012,101.2,810.7,5.39,1,0.017507,-0.000026,0.009335,0.091174,190340,1.17,28,376,0,230,1041,670,2199,2748,2836,102,381,524,81872,515,447,533,736,841,2336,350,1060,84,25,64,27,22,316,0,332,244,1657,1649,1329,415,978,723,813,51925,11966,0.433,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000374.spe,IB_1,1014,101.4,812.7,5.38,1,0.017507,-0.000026,0.009335,0.091174,194876,1.22,55,376,0,257,1099,678,2297,3228,3023,138,339,539,81852,614,379,439,682,739,2354,399,1085,76,4,83,76,54,239,77,293,401,1641,1744,1378,441,952,675,762,52922,11814,0.438,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000375.spe,IB_1,1016,101.6,814.7,5.37,1,0.017507,-0.000026,0.009335,0.091174,194713,1.13,45,324,36,236,1151,733,2131,2801,2931,104,349,505,79979,519,321,425,831,781,2124,286,918,17,0,105,79,23,363,0,315,353,1598,1769,1531,375,962,734,860,53842,11777,0.44,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000376.spe,IB_1,1018,101.8,816.7,5.37,1,0.017507,-0.000026,0.009335,0.091174,198830,1.3,53,334,0,255,1015,668,2109,2688,2870,39,391,507,79019,545,477,438,895,897,2210,188,789,0,20,131,104,67,164,0,331,372,1571,1679,1376,376,926,829,888,54968,11762,0.446,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000377.spe,IB_1,1020,102,818.7,5.39,1,0.017507,-0.000026,0.009335,0.091174,193744,1.28,56,298,22,210,1305,675,1914,2529,2639,47,241,427,73778,607,396,458,805,736,2094,377,782,0,0,75,90,48,234,105,381,344,1472,1747,1577,437,853,835,933,55299,11945,0.444,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000378.spe,IB_1,1022,102.2,820.7,5.38,1,0.017507,-0.000026,0.009335,0.091174,200522,1.33,23,333,0,271,1030,665,2261,2953,2847,49,368,521,82575,528,427,566,824,870,2093,221,906,43,0,96,89,31,0,0,380,339,1496,1679,1521,458,826,719,688,54788,11747,0.445,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000379.spe,IB_1,1024,102.4,822.7,5.39,1,0.017507,-0.000026,0.009335,0.091174,193766,1.17,37,264,9,243,1122,705,1945,2748,2594,65,271,428,74818,526,404,447,895,672,1970,302,940,18,0,66,79,81,410,213,193,352,1672,1730,1402,421,999,709,836,54825,11565,0.443,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000380.spe,IB_1,1026,102.6,824.7,5.37,1,0.017507,-0.000026,0.009335,0.091174,183927,1.28,82,397,48,224,1066,727,2339,3412,3250,31,396,495,77636,550,403,414,643,898,2224,271,1079,50,0,85,93,59,227,0,333,309,1394,1665,1309,288,826,737,926,51204,11521,0.427,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000381.spe,IB_1,1028,102.8,826.7,5.37,1,0.017507,-0.000026,0.009335,0.091174,182087,1.28,33,407,0,215,1007,683,2584,4437,3277,173,393,587,78775,568,401,439,558,774,2801,218,985,75,0,87,69,64,133,157,273,275,1525,1840,1395,477,788,690,856,49649,11601,0.422,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000382.spe,IB_1,1030,103,828.7,5.37,1,0.017507,-0.000026,0.009335,0.091174,181164,1.26,12,444,0,238,1064,737,2368,4077,3065,94,543,505,79050,468,412,415,619,776,2743,235,1264,36,0,62,47,33,348,110,335,257,1436,1600,1491,295,892,676,562,49527,11722,0.421,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000383.spe,IB_1,1032,103.2,830.7,5.38,1,0.017507,-0.000026,0.009335,0.091174,180803,1.21,45,422,17,260,1027,750,2324,4036,3167,107,329,493,76895,542,387,457,674,1047,2563,183,1306,0,0,131,92,82,136,0,384,336,1340,1643,1485,374,923,857,930,49477,11807,0.424,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000384.spe,IB_1,1034,103.4,832.7,5.39,1,0.017507,-0.000026,0.009335,0.091174,184141,1.25,45,408,0,285,979,688,2566,4193,3247,69,537,518,79539,552,385,378,635,868,2661,226,1076,71,0,89,86,42,251,0,323,387,1625,1764,1434,306,810,736,627,50255,11699,0.424,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000385.spe,IB_1,1036,103.6,834.7,5.39,1,0.017507,-0.000026,0.009335,0.091174,180668,1.23,27,469,11,202,951,733,2664,4643,3371,104,321,527,77583,519,382,519,700,840,2896,325,1196,4,0,145,113,9,246,0,355,324,1346,1856,1325,493,821,628,719,49062,11566,0.421,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000386.spe,IB_1,1038,103.8,836.7,5.38,1,0.017507,-0.000026,0.009335,0.091174,182290,1.21,84,449,11,226,972,754,2536,4355,3242,56,363,480,79359,549,360,465,639,933,2999,185,1264,136,0,25,85,26,273,9,293,266,1427,1792,1476,313,759,761,883,49430,11436,0.423,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000387.spe,IB_1,1040,104,838.7,5.37,1,0.017507,-0.000026,0.009335,0.091174,185334,1.23,78,408,20,211,1151,718,2356,3933,3093,125,374,504,78093,573,412,522,641,767,2745,181,1071,17,18,124,73,46,330,214,350,363,1525,1864,1564,533,964,790,737,50587,11667,0.426,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000388.spe,IB_1,1042,104.2,840.7,5.37,1,0.017507,-0.000026,0.009335,0.091174,186273,1.25,75,345,0,240,1033,678,2250,3791,3137,65,381,412,76824,558,342,395,737,916,2706,181,1116,13,11,110,68,17,157,0,314,276,1494,1895,1504,477,1047,781,710,51135,11781,0.43,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000389.spe,IB_1,1044,104.4,842.7,5.4,1,0.017507,-0.000026,0.009335,0.091174,187065,1.2,11,203,6,138,591,580,1539,2781,2506,87,385,446,72846,573,358,494,700,1022,2862,363,1119,0,0,95,88,51,156,24,262,278,1495,1758,1471,451,803,756,790,53456,12151,0.437,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000390.spe,IB_1,1046,104.6,844.7,5.36,1,0.017507,-0.000026,0.009335,0.091174,186187,1.32,31,163,27,123,854,643,1116,1675,1687,29,352,344,47589,527,543,1982,631,712,2181,159,1074,0,0,46,44,93,197,200,280,192,1378,2014,1468,207,1469,827,826,54762,10856,0.449,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000391.spe,IB_1,1048,104.8,846.7,5.5,1,0.017507,-0.000026,0.009335,0.091174,180832,1.29,25,328,0,204,934,771,2098,2787,2815,136,340,485,72433,536,390,431,710,775,2391,312,1126,15,0,70,99,8,79,218,348,290,1486,1610,1542,400,926,762,849,51496,11605,0.431,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000392.spe,IB_1,1050,105,848.7,5.39,1,0.017507,-0.000026,0.009335,0.091174,194187,1.27,24,384,30,275,997,748,2421,3273,3063,122,330,489,80363,602,413,510,717,693,2408,324,1114,49,30,53,71,56,242,468,481,278,1376,1638,1359,346,965,742,828,53823,11907,0.439,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000393.spe,IB_1,1052,105.2,850.7,5.4,1,0.017507,-0.000026,0.009335,0.091174,193087,1.24,21,423,0,201,949,691,2321,3249,3054,63,299,468,79583,603,391,418,923,803,2209,347,909,0,0,131,72,63,298,198,388,387,1482,1720,1376,389,797,691,896,53323,11686,0.438,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000394.spe,IB_1,1054,105.4,852.7,5.39,1,0.017507,-0.000026,0.009335,0.091174,193014,1.13,46,404,5,206,980,659,2374,3641,3159,97,366,429,78322,526,407,448,793,658,2491,255,890,117,0,56,96,29,240,413,359,203,1364,1780,1443,388,871,637,846,54281,12031,0.438,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000395.spe,IB_1,1056,105.6,854.7,5.38,1,0.017507,-0.000026,0.009335,0.091174,186201,1.32,28,408,15,191,1005,683,2361,3875,3458,64,319,445,75793,555,320,428,521,752,2795,236,1080,44,5,143,65,15,329,143,309,349,1564,1847,1484,358,969,674,839,51553,11777,0.431,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000396.spe,IB_1,1058,105.8,856.7,5.41,1,0.017507,-0.000026,0.009335,0.091174,188022,1.21,66,340,0,191,912,672,2273,3263,3115,101,377,446,74932,575,467,531,748,825,2652,255,969,6,14,147,76,23,195,62,379,289,1532,1799,1374,496,882,803,877,52507,11770,0.435,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000397.spe,IB_1,1060,106,858.7,5.38,1,0.017507,-0.000026,0.009335,0.091174,188712,1.12,31,410,22,226,959,743,2332,3065,3160,75,365,480,76507,567,397,458,744,952,2350,216,870,0,33,117,93,17,188,35,357,279,1502,1782,1363,380,874,786,791,52933,11793,0.434,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000398.spe,IB_1,1062,106.2,860.7,5.39,1,0.017507,-0.000026,0.009335,0.091174,193466,1.23,36,326,6,217,946,714,2392,3005,3235,6,375,426,78338,569,401,437,805,1038,2402,328,1041,0,0,111,97,31,197,0,309,337,1485,1695,1443,429,897,583,805,54066,12223,0.438,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000399.spe,IB_1,1064,106.4,862.7,5.4,1,0.017507,-0.000026,0.009335,0.091174,197380,1.2,69,331,30,205,979,670,2150,2882,2870,65,264,475,79309,602,482,521,849,716,1953,362,995,32,0,76,122,45,209,122,385,281,1433,1776,1530,468,1034,742,830,54895,11948,0.443,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000400.spe,IB_1,1066,106.6,864.7,5.4,1,0.017507,-0.000026,0.009335,0.091174,198645,1.16,12,343,22,172,997,633,2056,2909,2625,47,318,409,75170,553,452,427,859,890,2006,225,1097,40,0,97,69,17,132,0,258,331,1533,1676,1497,450,955,899,760,56668,12288,0.447,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000401.spe,IB_1,1068,106.8,866.7,5.38,1,0.017507,-0.000026,0.009335,0.091174,206031,1.19,46,427,0,291,1006,675,2598,3145,3470,75,318,541,86758,605,412,434,790,806,1922,241,787,7,0,159,125,4,269,0,438,297,1624,1941,1412,362,974,711,786,55510,11394,0.446,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000402.spe,IB_1,1070,107,868.7,5.38,1,0.017507,-0.000026,0.009335,0.091174,197109,1.14,0,483,12,252,934,684,2462,2969,3373,97,380,545,83549,657,399,409,809,708,2261,212,875,14,0,121,120,60,103,123,386,394,1627,1693,1558,286,959,671,888,53782,12017,0.439,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000403.spe,IB_1,1072,107.2,870.7,5.38,1,0.017507,-0.000026,0.009335,0.091174,203107,1.26,69,482,7,293,853,634,2480,2830,3209,100,356,494,85092,589,434,472,836,723,2118,337,1048,84,37,51,77,28,225,229,323,316,1701,1854,1482,347,970,765,826,55285,12157,0.446,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000404.spe,IB_1,1074,107.4,872.7,5.37,1,0.017507,-0.000026,0.009335,0.091174,205893,1.19,29,400,6,329,867,559,2347,2828,3256,22,351,471,87595,588,467,409,984,667,1792,200,856,0,0,139,110,7,314,136,398,328,1756,1771,1551,423,833,822,870,55942,11856,0.447,,,,,,,,,,,,,,
C:\Data\coo_6_2\coo_6_2\XRF,data\L000405.spe,IB_1,1076,107.6,874.7,5.36,1,0.017507,-0.000026,0.009335,0.091174,200356,1.21,52,367,0,260,1010,651,2397,2859,3217,79,313,537,88719,607,448,472,832,700,1904,313,1042,14,0,110,116,76,327,118,457,320,1736,1826,1439,329,916,676,911,53378,11727,0.44,,,,,,,,,,,,,,
